Job Title,Company Name,Location,Time Posted,Job Description,num_applicants,Seniority level,Employment type,Job function,Industries,URL
Senior Associate-IT Auditor,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-it-auditor-at-cognizant-4049054200?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4091536889?trk=public_jobs_topcard-title
Food & Beverage (F&B) - Sr. Manager,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Over 200 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/food-beverage-f-b-sr-manager-at-cognizant-4136619070?trk=public_jobs_topcard-title
Senior Manager - Consulting,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-manager-consulting-at-cognizant-4082168369?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4158584501?trk=public_jobs_topcard-title
Service Delivery Manager,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/service-delivery-manager-at-cognizant-4173757303?trk=public_jobs_topcard-title
Program Manager,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/program-manager-at-cognizant-4161043955?trk=public_jobs_topcard-title
Test Lead,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/test-lead-at-cognizant-4151536153?trk=public_jobs_topcard-title
Senior Associate - CS,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-cs-at-cognizant-4087362404?trk=public_jobs_topcard-title
Senior Treasury Analyst,Cognizant,"Thane, Maharashtra, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Finance,Financial Services,https://in.linkedin.com/jobs/view/senior-treasury-analyst-at-cognizant-4158448271?trk=public_jobs_topcard-title
Developer,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/developer-at-cognizant-4145677402?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4091544036?trk=public_jobs_topcard-title
Senior Process Executive - HC,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-hc-at-cognizant-4173755305?trk=public_jobs_topcard-title
Developer,Cognizant,"Hyderabad, Telangana, India",Not Available,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/developer-at-cognizant-4157524999?trk=public_jobs_topcard-title
Developer,Cognizant,"Hyderabad, Telangana, India",5 days ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/developer-at-cognizant-4152138812?trk=public_jobs_topcard-title
Test Lead,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/test-lead-at-cognizant-4151533689?trk=public_jobs_topcard-title
Software Engineer I,Cognizant,"Chennai, Tamil Nadu, India",5 days ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/software-engineer-i-at-cognizant-4178010434?trk=public_jobs_topcard-title
Java Developer,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/java-developer-at-cognizant-4165753225?trk=public_jobs_topcard-title
Online Analyst - Adv,Cognizant,"Hyderabad, Telangana, India",2 weeks ago,,Not Available,Entry level,Full-time,Marketing and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/online-analyst-adv-at-cognizant-4160230507?trk=public_jobs_topcard-title
Project Management Consultant,Cognizant,"Chennai, Tamil Nadu, India",1 day ago,,Not Available,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/project-management-consultant-at-cognizant-4180031266?trk=public_jobs_topcard-title
Product Test Specialist,Cognizant,"Hyderabad, Telangana, India",4 days ago,,Not Available,Entry level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/product-test-specialist-at-cognizant-4154175399?trk=public_jobs_topcard-title
Online Specialist - CM,Cognizant,"Hyderabad, Telangana, India",4 days ago,,Not Available,Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/online-specialist-cm-at-cognizant-4178071880?trk=public_jobs_topcard-title
Team Leader,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Over 200 applicants,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-leader-at-cognizant-4175079859?trk=public_jobs_topcard-title
Test Lead,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/test-lead-at-cognizant-4151534560?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Hyderabad, Telangana, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4159724770?trk=public_jobs_topcard-title
Sr. Consultant,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-consultant-at-cognizant-4146212638?trk=public_jobs_topcard-title
Consultant,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consultant-at-cognizant-4082166680?trk=public_jobs_topcard-title
Program Manager,Cognizant,"Chennai, Tamil Nadu, India",Not Available,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/program-manager-at-cognizant-4180565939?trk=public_jobs_topcard-title
Sr Analyst,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-analyst-at-cognizant-4174440448?trk=public_jobs_topcard-title
Product Test Specialist,Cognizant,Greater Kolkata Area,1 week ago,,Not Available,Entry level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/product-test-specialist-at-cognizant-4173755261?trk=public_jobs_topcard-title
Senior Associate,Cognizant,Greater Kolkata Area,3 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4134271368?trk=public_jobs_topcard-title
Team Manager-R2R,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-manager-r2r-at-cognizant-4161044704?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",2 days ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4154834046?trk=public_jobs_topcard-title
Senior Process Executive-Voice,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-voice-at-cognizant-4169550921?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4125864515?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4175014595?trk=public_jobs_topcard-title
Business Associate,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Entry level,Full-time,Administrative,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/business-associate-at-cognizant-4124878566?trk=public_jobs_topcard-title
Senior Testing Analyst,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-testing-analyst-at-cognizant-4079662359?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4151916088?trk=public_jobs_topcard-title
Consultant,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consultant-at-cognizant-4082163882?trk=public_jobs_topcard-title
Retail Innovation Manager,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Product Management and Marketing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/retail-innovation-manager-at-cognizant-4078300025?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4118167757?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4118167757?trk=public_jobs_topcard-title
Lead Quality Engineer,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/lead-quality-engineer-at-cognizant-4162166039?trk=public_jobs_topcard-title
Consultant,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consultant-at-cognizant-4082164920?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,Greater Kolkata Area,1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4168701599?trk=public_jobs_topcard-title
Test Lead,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/test-lead-at-cognizant-4165755262?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Pune, Maharashtra, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4157526632?trk=public_jobs_topcard-title
Consultant,Cognizant,"Chennai, Tamil Nadu, India",4 days ago,,Not Available,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consultant-at-cognizant-4152863257?trk=public_jobs_topcard-title
Consultant,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consultant-at-cognizant-4168701597?trk=public_jobs_topcard-title
Python Developer,Cognizant,"Chennai, Tamil Nadu, India",1 day ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/python-developer-at-cognizant-4179850966?trk=public_jobs_topcard-title
Team Lead,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-lead-at-cognizant-4171470956?trk=public_jobs_topcard-title
Senior Process Executive - CHD,Cognizant,"Hyderabad, Telangana, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-chd-at-cognizant-4159722935?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4122792056?trk=public_jobs_topcard-title
Developer,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/developer-at-cognizant-4151416595?trk=public_jobs_topcard-title
Sr. Mgr - Biz Development,Cognizant,Greater Kolkata Area,3 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-mgr-biz-development-at-cognizant-3927268507?trk=public_jobs_topcard-title
Senior Process Executive-Data,Cognizant,Mumbai Metropolitan Region,3 weeks ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-data-at-cognizant-4128403868?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4041003071?trk=public_jobs_topcard-title
Director-Global Campaign Operations Lead,Cognizant,"Bangalore Urban, Karnataka, India",Not Available,,Not Available,Director,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/director-global-campaign-operations-lead-at-cognizant-4180572083?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4032840156?trk=public_jobs_topcard-title
Product Test Specialist,Cognizant,"Gurgaon, Haryana, India",3 weeks ago,,Not Available,Entry level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/product-test-specialist-at-cognizant-4151215806?trk=public_jobs_topcard-title
Consultant,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consultant-at-cognizant-4136616250?trk=public_jobs_topcard-title
Consultant,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consultant-at-cognizant-4136616250?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4130553421?trk=public_jobs_topcard-title
Lead Quality Engineer,Cognizant,"Hyderabad, Telangana, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/lead-quality-engineer-at-cognizant-4165756043?trk=public_jobs_topcard-title
Lead Quality Engineer,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/lead-quality-engineer-at-cognizant-4151537211?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4130556251?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4118165861?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4175011957?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4158584500?trk=public_jobs_topcard-title
Team Manager,Cognizant,"Pune, Maharashtra, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-manager-at-cognizant-4166304370?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4130554385?trk=public_jobs_topcard-title
Cognizant hiring AEM Project Manager/Scrum Master,Cognizant,"Bangalore Urban, Karnataka, India",5 days ago,,Over 200 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cognizant-hiring-aem-project-manager-scrum-master-at-cognizant-4178009607?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4161043926?trk=public_jobs_topcard-title
Manager-Pricing,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Marketing and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-pricing-at-cognizant-4138781599?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4123337825?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4157528557?trk=public_jobs_topcard-title
Senior Process Executive-Data,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-data-at-cognizant-4174258077?trk=public_jobs_topcard-title
Developer,Cognizant,"Bangalore Urban, Karnataka, India",Not Available,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/developer-at-cognizant-4157529512?trk=public_jobs_topcard-title
Consultant,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consultant-at-cognizant-4151811880?trk=public_jobs_topcard-title
Business Associate,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Entry level,Full-time,Administrative,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/business-associate-at-cognizant-4124878538?trk=public_jobs_topcard-title
Business Associate,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Entry level,Full-time,Administrative,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/business-associate-at-cognizant-4124878538?trk=public_jobs_topcard-title
Workday Functional,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/workday-functional-at-cognizant-4044876187?trk=public_jobs_topcard-title
Team Manager-R2R,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-manager-r2r-at-cognizant-4160806180?trk=public_jobs_topcard-title
Lead Quality Engineer,Cognizant,"Chennai, Tamil Nadu, India",4 days ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/lead-quality-engineer-at-cognizant-4154178120?trk=public_jobs_topcard-title
Lead Quality Engineer,Cognizant,"Chennai, Tamil Nadu, India",4 days ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/lead-quality-engineer-at-cognizant-4154173647?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4151413846?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4149140872?trk=public_jobs_topcard-title
Team Lead-R2R,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-lead-r2r-at-cognizant-4160808066?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4062723737?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4091958787?trk=public_jobs_topcard-title
Consultant/Senior Consultant (Project Manager/Scrum Master),Cognizant,"Hyderabad, Telangana, India",5 days ago,,Not Available,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/consultant-senior-consultant-project-manager-scrum-master-at-cognizant-4177423618?trk=public_jobs_topcard-title
Sr. Business Analyst,Cognizant,"Bangalore Urban, Karnataka, India",2 days ago,,Not Available,Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-business-analyst-at-cognizant-4179477330?trk=public_jobs_topcard-title
Cognizant Hiring for Java & Python Developer,Cognizant,"Pune, Maharashtra, India",1 week ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cognizant-hiring-for-java-python-developer-at-cognizant-4174258050?trk=public_jobs_topcard-title
Scrum Master Manager,Cognizant,"Pune, Maharashtra, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/scrum-master-manager-at-cognizant-4174252759?trk=public_jobs_topcard-title
Cognizant hiring for Adobe Analytics/Launch,Cognizant,"Pune, Maharashtra, India",2 weeks ago,,Not Available,Entry level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cognizant-hiring-for-adobe-analytics-launch-at-cognizant-4159389823?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4079467925?trk=public_jobs_topcard-title
