Job Title,Company Name,Location,Time Posted,Job Description,num_applicants,Seniority level,Employment type,Job function,Industries,URL
Cloud Specialist,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cloud-specialist-at-cognizant-4165756058?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4094229465?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4094232043?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4174645685?trk=public_jobs_topcard-title
Oracle Argus,Cognizant,"Noida, Uttar Pradesh, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/oracle-argus-at-cognizant-4168701458?trk=public_jobs_topcard-title
Sr. Analyst - Biz Development,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-analyst-biz-development-at-cognizant-4150332212?trk=public_jobs_topcard-title
Associate Projects - Palo Alto,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-palo-alto-at-cognizant-4143419697?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4157011682?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4174441394?trk=public_jobs_topcard-title
BW HANA - Kochi,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Not Applicable,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/bw-hana-kochi-at-cognizant-4166365941?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4146213535?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4181218452?trk=public_jobs_topcard-title
Sr Product Specialist -Tech,Cognizant,Greater Kolkata Area,3 weeks ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-product-specialist-tech-at-cognizant-4066456140?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4175082380?trk=public_jobs_topcard-title
Product Consultant - Technical,Cognizant,Greater Kolkata Area,1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/product-consultant-technical-at-cognizant-4175085084?trk=public_jobs_topcard-title
Product Specialist -Technical,Cognizant,Greater Kolkata Area,1 day ago,,Not Available,Entry level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/product-specialist-technical-at-cognizant-4179850961?trk=public_jobs_topcard-title
Analyst - Biz Development,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/analyst-biz-development-at-cognizant-4084609431?trk=public_jobs_topcard-title
Director - Value Capture,Cognizant,"Bangalore Urban, Karnataka, India",1 day ago,,Not Available,Director,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/director-value-capture-at-cognizant-4180030451?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4170749218?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4150853205?trk=public_jobs_topcard-title
Cloud Delivery manager- Presales,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cloud-delivery-manager-presales-at-cognizant-4162165064?trk=public_jobs_topcard-title
Service Lead - IT Infra,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/service-lead-it-infra-at-cognizant-4115154928?trk=public_jobs_topcard-title
Product Specialist -Technical,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Entry level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/product-specialist-technical-at-cognizant-4094844473?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Hyderabad, Telangana, India",6 days ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4176959982?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4150854155?trk=public_jobs_topcard-title
Dotnet full stack developer,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/dotnet-full-stack-developer-at-cognizant-4174258081?trk=public_jobs_topcard-title
Sr Product Specialist - Tech,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-product-specialist-tech-at-cognizant-4040412137?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4175015293?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4150851684?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4157013170?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4144852891?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4158582699?trk=public_jobs_topcard-title
Manager - Projects-TPRM,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-tprm-at-cognizant-4132335398?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4114909159?trk=public_jobs_topcard-title
Sr. Consultant,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-consultant-at-cognizant-4166302466?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4165754319?trk=public_jobs_topcard-title
Sr. Product Specialist (T),Cognizant,"Noida, Uttar Pradesh, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Sales and Business Development,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-product-specialist-t-at-cognizant-4181217543?trk=public_jobs_topcard-title
Chief Architect _ Kochi,Cognizant,"Kochi, Kerala, India",2 weeks ago,,Be among the first 25 applicants,Director,Full-time,"Design, Art/Creative, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/chief-architect-kochi-at-cognizant-4160233202?trk=public_jobs_topcard-title
Technical Lead,Cognizant,"Bangalore Urban, Karnataka, India",5 days ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/technical-lead-at-cognizant-4152140535?trk=public_jobs_topcard-title
Infra. Technology Specialist,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/infra-technology-specialist-at-cognizant-4158835946?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4151535295?trk=public_jobs_topcard-title
Technical Lead,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/technical-lead-at-cognizant-4165751545?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4174435996?trk=public_jobs_topcard-title
Project Lead,Cognizant,"Coimbatore, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/project-lead-at-cognizant-4174436830?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4094226872?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4093955717?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4159723781?trk=public_jobs_topcard-title
Manager-IT Auditor,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Over 200 applicants,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-it-auditor-at-cognizant-4051629357?trk=public_jobs_topcard-title
Product Consultant - Technical,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/product-consultant-technical-at-cognizant-4145675935?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",6 days ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4176960753?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4127826912?trk=public_jobs_topcard-title
Cyber Security Specialist,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cyber-security-specialist-at-cognizant-4176292466?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4159729006?trk=public_jobs_topcard-title
Sr UX Product Designer (ETL),Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,"Design, Art/Creative, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-ux-product-designer-etl-at-cognizant-4158584517?trk=public_jobs_topcard-title
Associate - Projects - Cisco Zscaler,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-cisco-zscaler-at-cognizant-4114906324?trk=public_jobs_topcard-title
"AWS,Linux, Kubernetes, Docker, terraform",Cognizant,"Chennai, Tamil Nadu, India",6 days ago,,Over 200 applicants,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/aws-linux-kubernetes-docker-terraform-at-cognizant-4176960756?trk=public_jobs_topcard-title
Technical Lead,Cognizant,"Chennai, Tamil Nadu, India",4 days ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/technical-lead-at-cognizant-4152861698?trk=public_jobs_topcard-title
Business Solution Architect,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/business-solution-architect-at-cognizant-4162160793?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",5 days ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4152144104?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4159727261?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4159725553?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4175086053?trk=public_jobs_topcard-title
Senior Consultant - HCM,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Human Resources,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-consultant-hcm-at-cognizant-4168210378?trk=public_jobs_topcard-title
Infra. Technology Specialist,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/infra-technology-specialist-at-cognizant-4159724769?trk=public_jobs_topcard-title
Product Consultant - Technical,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/product-consultant-technical-at-cognizant-4131483613?trk=public_jobs_topcard-title
Sr. Architect,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Design, Art/Creative, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-architect-at-cognizant-4158580853?trk=public_jobs_topcard-title
Hiring Teamcenter Architect.,Cognizant,"Pune, Maharashtra, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,https://in.linkedin.com/jobs/view/hiring-teamcenter-architect-at-cognizant-4174780295?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4175083392?trk=public_jobs_topcard-title
Cloud Engineer,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cloud-engineer-at-cognizant-4165751541?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4159724792?trk=public_jobs_topcard-title
Open text (Micro Focus) content manager Configuration / Administration,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Marketing, Public Relations, and Writing/Editing",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/open-text-micro-focus-content-manager-configuration-administration-at-cognizant-4168700635?trk=public_jobs_topcard-title
Programmer Analyst,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/programmer-analyst-at-cognizant-4078369519?trk=public_jobs_topcard-title
Cloud Specialist,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cloud-specialist-at-cognizant-4165751549?trk=public_jobs_topcard-title
Technical Lead,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/technical-lead-at-cognizant-4161049008?trk=public_jobs_topcard-title
LWC Developer/ Consultant,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/lwc-developer-consultant-at-cognizant-4168208516?trk=public_jobs_topcard-title
Cloud ERP - Kochi,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cloud-erp-kochi-at-cognizant-4165753331?trk=public_jobs_topcard-title
Dot Net Engineer,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/dot-net-engineer-at-cognizant-4138162286?trk=public_jobs_topcard-title
ERP Finance PPM,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Not Available,Mid-Senior level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/erp-finance-ppm-at-cognizant-4175084355?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4144852876?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4168795103?trk=public_jobs_topcard-title
Gen AI Engineer,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/gen-ai-engineer-at-cognizant-4165754323?trk=public_jobs_topcard-title
Cloud Validation Testing,Cognizant,"Chennai, Tamil Nadu, India",1 day ago,,Be among the first 25 applicants,Entry level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cloud-validation-testing-at-cognizant-4179854618?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4171475606?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4174442071?trk=public_jobs_topcard-title
Life Science/Clinical Business Analyst - Returnship Program,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/life-science-clinical-business-analyst-returnship-program-at-cognizant-4165754311?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4173756187?trk=public_jobs_topcard-title
Programmer Analyst,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/programmer-analyst-at-cognizant-4175084350?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4094385779?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,Mumbai Metropolitan Region,2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4166563924?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",5 days ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4177422742?trk=public_jobs_topcard-title
Architect - Technology,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,"Design, Art/Creative, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/architect-technology-at-cognizant-4169553570?trk=public_jobs_topcard-title
Sr. Infra Specialist,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-infra-specialist-at-cognizant-4173757283?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4174438546?trk=public_jobs_topcard-title
Infra Ops Specialist,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/infra-ops-specialist-at-cognizant-4159727229?trk=public_jobs_topcard-title
